CustID,Marital_Status,Education,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Income,Age,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumAppPurchases,NumStorePurchases,NumWebVisitsMonth,MntTotal,MntRegularProds,AcceptedCmpOverall,Response
2958,Together,Bachelors,No,No,0,0,0,0,0,0,71367,61,24,227,23,389,42,21,75,1,4,5,7,2,702,627,0,0
2959,Married,Masters,No,No,0,0,1,1,0,0,80184,76,19,1035,134,670,25,38,0,1,6,3,10,3,1902,1902,2,0
2960,Divorced,Bachelors,Yes,Yes,0,0,0,0,0,0,30630,55,NA,27,1,12,2,0,10,2,2,0,3,7,42,32,0,0
2961,Single,Masters,No,No,1,0,0,0,0,0,73454,33,95,982,73,351,56,14,175,1,2,4,6,5,1476,1301,NA,0
2962,Married,Bachelors,No,No,0,0,0,0,0,0,42691,29,NA,179,2,64,38,17,58,1,5,1,6,5,300,242,0,0
2963,Married,Bachelors,No,No,0,1,1,0,0,0,70503,67,73,1379,33,216,0,33,66,1,2,4,9,6,1661,1595,2,0
2964,Married,Bachelors,Yes,No,0,0,0,0,0,0,25545,33,35,32,1,64,16,12,85,3,2,2,3,6,125,40,0,1
2965,Married,Bachelors,Yes,No,0,0,0,0,0,0,32880,34,76,8,4,15,7,6,2,1,1,0,3,8,40,38,0,0
2966,Together,PhD,No,No,0,0,0,0,0,0,77863,62,NA,881,38,319,16,25,12,1,4,5,10,2,1279,1267,0,0
2967,Married,Masters,No,No,0,0,0,0,0,0,NA,43,72,141,15,153,67,31,35,1,4,4,6,3,407,372,0,0
2968,Single,Bachelors,No,No,0,0,0,0,0,0,61839,56,NA,1000,155,379,224,17,120,1,4,8,4,8,1775,1655,0,0
2969,Married,PhD,Yes,Yes,0,0,0,0,0,0,49154,60,69,206,10,67,30,27,71,6,4,1,8,6,340,269,0,0
2970,Widow,Secondary,No,Yes,0,0,0,0,0,0,47682,45,NA,162,61,83,97,57,61,4,4,3,8,5,460,399,0,0
2971,Single,Bachelors,No,Yes,0,0,0,0,0,0,72679,51,65,619,54,260,127,54,54,1,4,7,5,1,1114,1060,0,0
2972,Together,Masters,Yes,Yes,0,1,0,0,0,0,NA,43,52,456,4,24,0,0,9,7,8,2,6,7,484,475,NA,0
2973,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,65316,58,65,112,6,92,3,9,38,2,3,2,5,4,222,184,0,0
2974,Single,Bachelors,Yes,No,0,0,0,0,0,0,28567,38,57,11,3,22,2,2,6,2,2,0,3,6,40,34,0,0
2975,Together,Masters,No,Yes,0,0,0,0,0,0,47352,69,70,172,12,112,8,0,15,4,6,1,5,7,304,289,0,0
2976,Together,Bachelors,No,Yes,0,0,0,0,0,0,44931,53,0,78,0,11,0,0,7,1,2,1,3,5,89,82,0,0
2977,Divorced,Bachelors,No,No,0,0,1,0,0,0,76982,53,19,464,151,292,65,60,30,1,8,3,4,4,1032,1002,NA,1
2978,Together,Secondary,No,Yes,0,0,0,0,0,0,57247,68,50,99,4,32,37,54,6,2,2,1,7,2,226,220,0,0
2979,Single,Masters,Yes,No,0,0,0,0,0,0,NA,39,NA,19,3,19,4,5,26,3,3,0,3,7,50,24,0,0
2980,Together,Secondary,Yes,No,0,0,0,0,0,0,25315,43,46,1,9,8,11,3,22,3,3,0,3,8,32,10,0,0
2981,Widow,Bachelors,No,Yes,0,0,0,0,0,0,NA,51,37,63,10,83,7,19,19,2,4,1,4,7,182,163,0,0
2982,Single,PhD,Yes,No,0,0,0,0,0,0,42710,36,38,252,3,42,4,3,102,2,4,5,3,6,304,202,0,0
2983,Married,PhD,No,No,0,1,1,0,0,0,84169,38,NA,1478,19,403,0,19,0,1,7,6,6,3,1919,1919,2,1
2984,Together,Bachelors,No,Yes,0,0,0,0,0,0,54058,NA,NA,198,18,252,32,108,54,2,4,6,8,3,608,554,0,0
2985,Married,Secondary,Yes,No,0,0,0,0,0,0,24683,30,98,8,4,10,6,7,6,2,2,0,4,5,35,29,0,0
2986,Widow,Bachelors,No,No,0,0,0,0,0,0,85620,56,68,416,46,925,60,107,46,1,3,6,4,1,1554,1508,0,1
2987,Married,Bachelors,Yes,No,0,0,0,0,0,0,47850,40,72,42,7,43,20,12,10,1,3,0,4,6,124,114,0,0
2988,Married,Bachelors,Yes,Yes,1,0,0,0,0,0,19514,52,NA,14,3,21,2,1,28,4,3,1,2,8,41,13,NA,1
2989,Married,Masters,Yes,Yes,0,0,0,0,0,0,NA,47,33,17,0,3,0,0,1,2,1,0,3,6,20,19,0,0
2990,Single,Secondary,Yes,Yes,0,0,0,0,0,0,39548,57,87,15,4,10,3,4,18,2,1,1,3,3,36,18,0,0
2991,Single,Bachelors,Yes,No,1,0,0,0,0,0,21474,31,0,6,16,24,11,0,34,2,3,1,2,7,57,23,NA,1
2992,Single,PhD,No,Yes,0,0,0,0,0,0,NA,49,73,458,0,24,6,4,34,2,6,2,8,6,492,458,0,0
2993,Married,Bachelors,No,No,0,0,0,0,0,0,22419,57,NA,30,3,47,19,21,42,1,3,2,2,8,120,78,0,0
2994,Married,Masters,No,No,0,0,0,0,0,0,81698,71,4,179,28,520,111,123,47,1,3,8,13,1,961,914,0,1
2995,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,43462,68,50,90,17,97,15,6,15,6,4,1,5,8,225,210,0,0
2996,Single,PhD,Yes,No,0,0,0,0,0,0,54880,42,57,308,85,137,102,45,118,2,6,2,11,5,677,559,0,0
2997,Married,Bachelors,No,No,0,0,1,0,0,0,79908,38,NA,557,129,761,29,185,111,1,5,6,7,2,1661,1550,NA,0
2998,Married,Secondary,No,No,0,0,0,0,0,0,NA,50,27,7,4,13,15,8,17,2,2,0,4,5,47,30,0,0
2999,Together,Bachelors,No,Yes,0,1,1,1,1,0,87771,61,61,1492,38,287,50,57,33,1,5,10,4,6,1924,1891,4,1
3000,Married,Bachelors,Yes,No,0,0,0,0,0,0,NA,42,4,30,8,12,8,8,12,1,2,0,4,5,66,54,0,0
3001,Single,Bachelors,No,No,0,0,0,0,0,0,81741,40,75,249,153,940,58,134,38,0,6,6,7,2,1534,1496,0,0
3002,Together,Masters,No,Yes,0,0,0,0,0,0,71499,49,12,465,25,132,136,0,37,2,8,3,13,4,758,721,0,0
3003,Married,Secondary,No,Yes,0,0,0,0,0,0,NA,50,NA,129,129,259,168,121,83,5,6,3,12,4,806,723,0,0
3004,Divorced,PhD,No,Yes,0,0,0,0,0,0,48799,57,NA,174,18,81,28,6,24,3,3,2,7,3,307,283,0,0
3005,Together,PhD,No,Yes,0,0,0,0,0,0,NA,70,NA,189,2,29,3,2,40,2,3,2,5,4,225,185,0,0
3006,Single,Bachelors,No,Yes,0,0,0,0,0,0,66565,58,NA,747,10,161,65,40,42,4,4,2,9,8,1023,981,0,0
3007,Together,Masters,Yes,Yes,0,0,0,0,0,0,NA,69,60,6,0,2,2,0,1,1,1,0,2,5,10,9,0,0
3008,Single,Bachelors,No,Yes,0,0,0,0,0,0,47691,41,43,14,0,3,0,0,4,1,1,0,2,6,17,13,0,0
3009,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,38200,50,19,12,0,4,0,0,1,1,1,0,2,7,16,15,0,0
3010,Married,Bachelors,No,Yes,0,0,0,0,0,0,44989,46,26,98,0,106,49,10,106,5,5,1,5,6,263,157,0,0
3011,Married,PhD,Yes,Yes,0,0,0,0,0,0,38443,52,58,32,0,5,0,0,1,2,1,0,3,7,37,36,0,0
3012,Single,Secondary,Yes,No,0,0,0,0,0,0,38593,42,42,51,12,49,17,24,24,3,4,1,3,8,153,129,0,0
3013,Together,PhD,No,Yes,0,0,0,0,0,0,64413,50,27,200,5,44,0,10,20,1,5,1,5,5,259,239,0,0
3014,Married,Masters,Yes,No,0,0,0,0,0,0,36959,39,NA,25,6,25,6,0,0,2,2,0,3,8,62,62,0,0
3015,Married,PhD,No,Yes,0,1,0,1,1,0,61996,43,27,1050,12,144,0,0,24,3,6,4,8,5,1206,1182,3,1
3016,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,51287,52,10,117,0,22,13,0,30,3,4,1,3,7,152,122,0,0
3017,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,13260,50,NA,9,4,17,10,2,7,4,3,0,3,8,42,35,0,0
3018,Together,PhD,Yes,Yes,0,0,0,0,0,0,NA,54,39,56,0,11,0,0,8,2,2,0,4,5,67,59,0,0
3019,Together,Masters,Yes,Yes,0,0,0,0,0,0,54603,64,85,145,13,46,17,2,4,6,4,2,4,7,223,219,0,0
3020,Married,PhD,Yes,Yes,0,1,0,0,0,0,45207,46,64,203,0,10,0,0,2,5,3,1,6,6,213,211,NA,0
3021,Together,Bachelors,No,Yes,0,0,0,0,0,0,40689,69,69,270,3,27,39,6,99,7,7,1,5,8,345,246,0,0
3022,Together,Secondary,Yes,Yes,0,0,0,0,0,0,47821,53,54,9,0,16,6,6,10,1,1,0,3,8,37,27,0,0
3023,Married,Masters,No,No,0,0,0,0,0,0,27450,69,57,37,12,23,8,11,52,1,2,1,3,7,91,39,0,0
3024,Together,Bachelors,Yes,No,0,0,0,0,0,0,39453,37,64,46,0,7,0,0,2,2,2,0,3,6,53,51,0,0
3025,Together,Secondary,Yes,Yes,0,0,0,0,0,0,26850,49,10,31,1,13,7,2,9,4,2,1,4,4,54,45,0,0
3026,Widow,Bachelors,No,No,1,0,1,1,0,0,79800,65,65,1060,21,530,32,0,224,1,5,11,5,3,1643,1419,3,1
3027,Married,Masters,No,Yes,0,0,0,0,0,0,61794,59,NA,264,47,188,54,47,11,2,4,4,10,2,600,589,0,0
3028,Together,Bachelors,No,Yes,0,1,0,0,0,0,53863,65,4,399,4,30,6,4,30,3,7,1,7,7,443,413,NA,0
3029,Together,Bachelors,No,No,0,0,0,0,0,0,24221,61,94,8,9,9,2,5,22,1,1,1,3,4,33,11,0,0
3030,Single,PhD,Yes,No,0,0,0,0,0,1,39684,36,41,19,0,35,6,4,17,2,2,1,2,7,64,47,0,1
3031,Married,Masters,No,No,0,0,1,1,0,0,NA,45,NA,817,183,797,106,163,20,0,5,11,5,2,2066,2046,2,1
3032,Single,Masters,No,No,0,0,0,0,0,0,69882,55,94,292,127,635,132,127,165,1,3,7,9,1,1313,1148,0,0
3033,Together,Bachelors,Yes,No,0,0,0,0,0,0,33178,43,NA,12,6,2,11,2,16,1,1,0,3,4,33,17,0,0
3034,Married,PhD,No,No,0,0,0,0,0,0,59973,48,NA,130,30,168,20,34,0,1,3,4,7,1,382,382,0,0
3035,Together,Masters,Yes,No,0,0,0,0,0,0,17459,45,12,6,4,16,3,10,30,3,3,1,2,7,39,9,0,1
3036,Divorced,Bachelors,Yes,No,0,0,0,0,0,0,23910,51,NA,16,12,18,7,1,13,1,2,0,3,7,54,41,0,0
3037,Married,Masters,Yes,Yes,0,0,0,0,0,0,42169,51,NA,19,0,9,0,0,2,2,1,0,3,8,28,26,0,0
3038,Married,Secondary,Yes,No,0,0,0,0,0,0,26224,42,39,4,7,15,13,9,15,3,2,1,3,6,48,33,0,0
3039,Together,Bachelors,Yes,No,0,0,0,0,0,0,31089,39,57,31,3,31,2,8,4,3,3,0,4,8,75,71,0,0
3040,Single,Bachelors,No,Yes,0,0,0,0,0,0,30081,59,27,36,0,2,0,0,4,1,1,0,3,7,38,34,0,0
3041,Together,Bachelors,No,Yes,0,0,0,0,0,0,62807,60,83,526,28,135,10,21,99,3,5,3,12,5,720,621,0,0
3042,Single,Bachelors,No,No,0,0,0,0,0,0,72906,65,79,400,32,519,71,75,54,1,3,4,9,1,1097,1043,0,0
3043,Married,PhD,No,2,0,0,0,0,0,0,61467,72,69,410,16,114,0,5,49,3,5,2,10,5,545,496,0,0
3044,Together,Masters,Yes,Yes,0,0,0,0,0,0,49618,54,77,80,3,26,4,2,14,4,3,1,3,7,115,101,0,0
3045,Single,Masters,Yes,No,0,0,0,0,0,0,21888,34,15,88,10,46,2,3,64,4,5,1,2,10,149,85,0,1
3046,Widow,Bachelors,No,Yes,0,0,0,0,0,0,42429,47,99,55,0,6,2,0,4,2,1,1,3,5,63,59,0,0
3047,Divorced,Bachelors,2,Yes,0,0,0,0,0,0,26150,64,61,5,1,13,3,5,1,1,1,0,3,7,27,26,0,0
3048,Married,HighSchool,No,Yes,0,0,0,0,0,0,30801,45,23,8,4,5,15,2,11,2,1,0,3,7,34,23,0,0
3049,Married,Bachelors,No,No,0,0,0,1,0,0,81168,55,84,410,0,592,147,22,22,1,6,4,7,3,1171,1149,NA,0
3050,Single,Masters,No,No,0,0,0,0,0,0,26877,51,NA,101,13,76,20,18,40,2,3,1,6,6,228,188,0,0
3051,Widow,Masters,No,No,0,0,0,0,0,0,NA,76,90,162,25,53,16,0,10,1,3,1,7,3,256,246,0,0
3052,Married,HighSchool,Yes,No,0,0,0,0,0,0,18978,47,41,2,8,1,4,7,15,1,1,0,3,8,22,7,0,0
3053,Married,Bachelors,2,Yes,0,0,0,0,0,0,22574,53,28,25,0,8,2,0,2,2,2,0,3,7,35,33,0,0
3054,Single,PhD,No,No,0,0,0,0,0,0,48240,51,73,389,91,248,64,49,41,3,6,3,13,5,841,800,0,1
3055,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,45837,46,NA,215,13,87,17,17,24,5,6,2,5,7,349,325,0,0
3056,Single,Masters,2,Yes,0,0,0,0,0,0,35791,55,94,27,0,5,0,0,3,2,1,0,3,8,32,29,0,0
3057,Widow,Bachelors,Yes,Yes,0,0,0,0,0,0,54162,42,31,5,6,10,6,5,10,1,1,0,3,4,32,22,0,0
3058,Married,Masters,No,Yes,0,0,0,0,0,0,NA,60,6,179,8,83,19,11,26,5,1,2,9,2,300,274,0,0
3059,Married,PhD,No,Yes,0,0,0,0,0,0,54456,59,23,352,0,27,10,0,15,3,6,1,7,6,389,374,0,0
3060,Single,Bachelors,No,No,0,0,0,0,0,0,31632,49,NA,17,8,12,11,15,32,1,2,1,2,7,63,31,0,0
3061,Widow,Bachelors,No,No,0,1,1,0,0,0,72298,71,52,625,35,169,58,17,35,1,4,3,6,1,904,869,2,0
3062,Single,Secondary,Yes,No,0,0,0,0,0,0,36975,42,50,10,6,11,0,4,2,1,1,0,3,7,31,29,0,0
3063,Married,Secondary,No,No,0,0,0,1,0,0,72635,65,54,390,22,323,104,35,107,1,6,8,6,3,874,767,NA,0
3064,Married,Bachelors,Yes,No,0,0,0,0,0,0,13624,NA,93,10,2,15,2,1,6,2,2,0,3,6,30,24,0,0
3065,Single,Bachelors,No,Yes,0,0,0,0,0,0,NA,45,NA,215,63,507,231,31,190,1,8,4,7,3,1047,857,0,0
3066,Together,Bachelors,No,Yes,0,0,0,0,0,0,NA,60,28,1001,17,572,93,125,17,7,11,11,5,7,1808,1791,0,1
3067,Divorced,PhD,Yes,Yes,0,0,0,0,0,0,34487,43,94,19,18,33,24,1,8,3,3,0,3,9,95,87,0,0
3068,Single,Bachelors,Yes,No,0,0,0,0,0,0,28769,43,76,41,5,129,10,3,3,3,4,1,4,9,188,185,0,0
3069,Married,PhD,Yes,No,0,0,0,0,0,0,69084,50,43,1181,107,199,39,30,30,2,7,3,13,8,1556,1526,0,0
3070,Together,PhD,No,No,0,0,0,0,0,0,65488,62,46,603,45,207,36,18,54,1,3,4,6,1,909,855,0,0
3071,Married,Secondary,No,Yes,0,0,0,0,0,0,NA,50,NA,129,129,259,168,121,83,5,6,3,12,4,806,723,0,0
3072,Single,Secondary,No,No,1,0,0,0,0,0,32218,60,27,10,24,15,13,1,30,1,2,1,3,7,63,33,NA,1
3073,Single,Bachelors,No,No,0,0,0,0,0,0,83917,47,12,514,22,732,42,198,79,1,6,7,7,3,1508,1429,0,1
3074,Divorced,Bachelors,2,Yes,0,0,0,0,0,0,46102,58,3,14,0,1,0,0,1,1,1,0,2,7,15,14,0,0
3075,Single,Bachelors,No,No,0,0,0,0,0,0,84574,68,72,387,20,713,38,54,163,1,9,11,11,5,1212,1049,0,0
3076,Married,Bachelors,No,Yes,0,0,0,0,0,0,56181,58,6,121,103,69,8,44,48,1,4,2,7,4,345,297,0,0
3077,Divorced,Masters,No,Yes,0,0,0,0,0,0,63120,70,53,965,69,279,54,41,69,5,8,4,9,7,1408,1339,0,1
3078,Married,Bachelors,No,Yes,1,0,0,0,0,0,73691,49,58,707,21,250,85,43,73,2,6,2,8,2,1106,1033,NA,0
3079,Together,Bachelors,No,Yes,0,0,0,0,0,0,63381,60,78,571,50,142,33,50,159,4,4,5,13,2,846,687,0,0
3080,Together,PhD,No,No,0,0,0,0,0,0,76140,72,57,586,66,653,17,0,26,1,5,9,6,2,1322,1296,0,0
3081,Divorced,PhD,No,Yes,0,0,0,0,0,0,62859,61,37,1063,89,102,16,12,25,4,9,4,6,6,1282,1257,0,0
3082,Single,Bachelors,No,Yes,1,0,0,0,0,0,45906,56,NA,305,3,27,4,3,144,2,5,4,4,5,342,198,NA,0
3083,Together,Masters,No,No,0,1,1,0,0,0,77632,73,73,1200,105,758,0,42,147,1,4,2,6,2,2105,1958,2,1
3084,Married,PhD,Yes,Yes,0,0,0,0,0,0,46463,49,NA,163,2,40,8,11,11,7,3,1,6,6,224,213,0,0
3085,Together,Bachelors,No,No,0,0,1,1,0,0,105471,50,36,1009,181,104,202,21,207,0,9,8,13,3,1517,1310,2,1
3086,Divorced,Masters,Yes,No,0,0,0,0,0,0,55282,50,NA,125,6,73,8,4,19,1,3,1,6,4,216,197,0,0
3087,Married,Masters,No,Yes,0,0,0,0,0,0,78710,43,42,721,0,152,119,50,50,3,7,6,12,4,1042,992,0,0
3088,Together,Bachelors,No,Yes,0,0,0,0,0,0,66886,62,28,315,4,62,41,31,146,2,7,1,7,5,453,307,0,0
3089,Single,Masters,No,No,0,1,0,0,0,0,98777,60,23,1000,19,711,125,115,38,0,4,6,9,1,1970,1932,NA,0
3090,Together,Bachelors,Yes,No,0,0,0,0,0,0,29103,35,38,16,0,17,6,3,6,2,1,0,3,9,42,36,0,0
3091,Married,Bachelors,No,Yes,0,0,0,0,0,0,67445,46,63,757,80,217,29,80,11,5,9,6,12,6,1163,1152,0,0
3092,Together,PhD,No,Yes,0,0,0,0,0,0,NA,70,71,30,2,25,0,1,9,1,1,1,4,2,58,49,0,0
3093,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,49431,65,NA,219,3,100,26,0,17,2,7,1,5,8,348,331,0,0
3094,Together,Bachelors,No,Yes,0,0,0,0,0,0,61278,67,87,111,3,28,2,6,15,2,3,1,4,6,150,135,0,0
3095,Together,Secondary,No,No,0,0,0,0,0,0,26490,62,NA,45,47,52,21,20,25,2,3,1,5,6,185,160,0,0
3096,Together,PhD,No,Yes,0,0,0,0,0,0,73059,73,36,410,112,420,0,82,71,1,9,3,13,4,1024,953,0,0
3097,Single,PhD,Yes,2,1,0,0,0,0,0,46734,54,86,100,1,39,6,1,76,4,3,2,3,6,147,71,NA,0
3098,Together,Bachelors,No,Yes,0,0,0,0,0,0,56253,57,83,509,0,65,7,11,5,4,7,2,9,6,592,587,0,0
3099,Married,Bachelors,Yes,No,0,0,0,0,0,0,19986,35,NA,3,6,5,0,2,6,1,0,0,3,7,16,10,0,0
3100,Widow,Bachelors,No,Yes,0,0,0,0,0,0,58330,45,87,445,53,213,104,98,151,1,6,4,13,4,913,762,0,0
3101,Married,HighSchool,No,No,0,0,0,0,0,0,25965,40,NA,2,2,11,41,7,11,1,2,0,3,8,63,52,0,0
3102,Together,Masters,No,No,0,0,0,0,0,0,14661,64,NA,4,1,11,6,2,2,1,1,0,3,6,24,22,0,0
3103,Married,Bachelors,No,No,0,0,0,0,0,0,18690,61,77,6,1,7,23,4,19,1,1,1,2,8,41,22,0,0
3104,Together,PhD,No,Yes,0,0,0,0,0,0,45068,46,NA,14,0,3,0,0,3,1,1,0,2,7,17,14,0,0
3105,Single,HighSchool,Yes,No,0,0,0,0,0,0,21063,33,34,1,10,11,19,3,15,2,2,0,3,6,44,29,0,0
3106,Married,PhD,Yes,No,0,0,0,0,0,0,29187,52,43,26,0,6,0,0,2,1,1,0,3,8,32,30,0,0
3107,Married,Secondary,Yes,Yes,0,0,0,0,0,0,54690,49,76,111,16,37,7,9,18,3,3,1,5,3,180,162,0,0
3108,Married,PhD,No,Yes,0,0,0,0,0,0,59304,56,81,418,61,428,80,51,10,3,7,8,10,5,1038,1028,0,0
3109,Single,Masters,No,2,0,0,0,0,0,0,59247,58,87,327,9,122,19,14,83,5,5,2,9,6,491,408,0,0
3110,Widow,Bachelors,No,Yes,0,0,0,0,0,0,66731,50,33,371,159,194,58,106,141,4,4,3,6,3,888,747,0,0
3111,Married,Bachelors,No,Yes,0,0,0,0,0,0,NA,40,38,275,59,107,69,101,59,2,6,4,8,4,611,552,0,0
3112,Single,PhD,No,Yes,0,0,0,0,0,0,NA,45,63,789,0,142,12,9,38,2,2,4,8,8,952,914,0,0
3113,Married,Bachelors,2,No,0,0,0,0,0,0,26751,46,26,1,1,5,0,3,1,1,1,0,2,8,10,9,0,0
3114,Married,PhD,No,Yes,0,0,0,1,0,0,81300,57,17,1004,12,145,32,12,36,3,10,3,5,5,1205,1169,NA,1
3115,Single,Bachelors,No,No,0,0,0,0,0,0,70337,41,75,187,81,149,25,43,91,1,2,2,12,1,485,394,0,0
3116,Married,Secondary,Yes,No,1,0,0,0,0,0,36145,35,NA,56,4,76,17,1,18,4,4,1,3,9,154,136,NA,1
3117,Single,PhD,No,No,0,0,0,0,0,0,65295,40,19,365,32,117,34,110,6,1,3,3,13,2,658,652,0,0
3118,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,68118,57,51,595,23,123,10,23,154,2,8,9,4,6,774,620,0,0
3119,Divorced,Bachelors,No,No,0,0,0,0,0,0,68743,53,81,1132,134,384,175,134,115,1,11,5,13,7,1959,1844,0,0
3120,Together,Secondary,No,No,0,0,0,0,0,0,41039,38,32,34,11,137,179,61,45,1,8,1,5,8,422,377,0,0
3121,Together,Bachelors,No,Yes,0,0,0,0,0,0,38946,65,84,116,6,82,6,6,41,2,3,1,6,5,216,175,0,0
3122,Together,Bachelors,No,No,0,0,0,0,0,0,65777,53,87,565,32,435,28,32,54,1,2,8,6,1,1092,1038,0,0
3123,Divorced,PhD,No,Yes,0,0,0,0,0,0,66476,NA,99,372,18,126,47,48,78,2,5,2,11,4,611,533,0,0
3124,Single,PhD,No,No,0,0,0,0,0,0,86857,48,96,899,102,838,133,102,40,1,5,6,10,2,2074,2034,0,1
3125,Together,PhD,No,No,0,0,1,1,0,0,77845,31,40,760,40,480,0,40,26,1,3,5,12,1,1320,1294,2,0
3126,Together,PhD,No,No,0,0,0,0,0,0,69476,51,3,260,86,559,63,9,67,1,4,6,4,2,977,910,0,0
3127,Divorced,PhD,No,Yes,0,1,0,0,0,0,50611,60,98,459,0,24,6,0,4,6,4,5,7,6,489,485,NA,1
3128,Single,Bachelors,No,No,0,0,0,0,0,0,61209,50,73,466,0,224,119,49,99,1,5,3,4,2,858,759,0,0
3129,Together,Masters,No,Yes,0,0,0,0,0,0,42315,62,90,67,15,80,17,11,80,3,1,4,4,3,190,110,0,0
3130,Together,HighSchool,No,No,0,0,0,0,0,0,13084,68,NA,2,0,7,3,7,10,1,1,0,3,6,19,9,0,0
3131,Widow,Masters,Yes,Yes,0,0,0,0,0,0,47570,71,3,67,1,20,0,2,31,3,2,2,2,7,90,59,0,1
3132,Married,Masters,No,2,0,0,0,0,0,0,61923,59,94,92,4,18,3,3,6,1,2,1,4,3,120,114,0,0
3133,Single,Bachelors,No,No,0,0,0,0,0,0,34824,25,65,4,2,11,2,0,4,1,1,0,2,6,19,15,0,0
3134,Single,PhD,Yes,Yes,0,0,0,0,0,0,26518,71,33,20,1,28,3,3,2,3,2,0,3,8,55,53,0,1
3135,Single,Bachelors,No,No,0,0,0,0,0,0,45938,59,46,273,11,178,62,83,29,2,8,4,6,6,607,578,0,0
3136,Together,Bachelors,No,No,0,0,0,1,0,0,78468,60,NA,434,22,388,104,22,34,1,10,7,10,4,970,936,NA,0
3137,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,78901,47,99,321,11,309,33,26,34,3,9,3,5,4,700,666,0,0
3138,Married,Bachelors,2,No,0,0,0,0,0,0,71427,42,26,212,123,177,15,64,23,2,8,2,8,4,591,568,0,0
3139,Divorced,Bachelors,No,Yes,1,0,0,0,0,0,71022,42,NA,909,12,278,0,12,242,3,5,2,11,8,1211,969,NA,0
3140,Single,Masters,No,No,0,1,1,1,0,0,90247,32,27,1184,32,352,21,16,16,1,3,4,7,1,1605,1589,3,1
3141,Divorced,Masters,Yes,No,0,0,0,0,0,0,41335,52,24,112,19,21,16,14,5,3,4,1,4,7,182,177,0,0
3142,Married,Bachelors,Yes,No,1,0,1,0,0,0,71952,34,93,656,80,455,52,107,93,2,8,4,8,4,1350,1257,2,0
3143,Divorced,PhD,Yes,No,0,0,0,0,0,0,35682,50,34,23,0,8,6,2,18,1,1,1,3,2,39,21,0,0
3144,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,43185,69,NA,537,6,42,16,6,30,2,9,3,6,8,607,577,0,0
3145,Together,PhD,No,Yes,1,0,0,0,0,0,66375,72,96,712,0,45,0,0,191,3,2,4,5,7,757,566,NA,0
3146,Married,Masters,Yes,No,1,0,0,0,0,0,35178,49,10,23,1,13,2,2,18,1,1,1,2,7,41,23,NA,1
3147,Married,Bachelors,Yes,No,0,0,0,0,0,0,25252,34,26,1,3,4,2,2,6,1,1,0,2,8,12,6,0,0
3148,Single,Masters,No,Yes,0,0,0,0,0,0,55250,55,NA,664,58,83,32,0,66,4,7,5,10,5,837,771,0,0
3149,Single,Bachelors,Yes,No,0,0,0,0,0,0,33249,45,11,6,10,21,19,14,42,2,2,1,3,6,70,28,0,0
3150,Together,Bachelors,No,No,0,0,0,0,0,0,58398,67,44,299,5,201,21,21,49,3,5,4,8,4,547,498,0,0
3151,Together,Bachelors,Yes,No,0,0,0,0,0,0,50272,38,75,99,13,66,43,8,4,3,4,1,5,7,229,225,0,0
3152,Married,PhD,No,No,0,0,0,0,0,0,76618,45,64,749,40,294,121,160,147,1,3,2,5,1,1364,1217,0,0
3153,Divorced,Secondary,No,No,0,0,1,0,0,0,87305,60,19,345,25,501,63,138,80,1,5,3,8,2,1072,992,NA,1
3154,Together,Bachelors,Yes,No,0,0,0,0,0,0,25851,42,45,9,4,18,7,5,5,2,2,0,3,7,43,38,0,0
3155,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,58710,50,77,440,81,368,0,122,174,6,11,5,9,6,1011,837,0,0
3156,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,45160,62,NA,8,2,5,3,0,3,1,1,0,2,7,18,15,0,0
3157,Married,Masters,No,Yes,0,0,0,0,0,0,74806,55,NA,670,9,249,0,28,9,2,5,4,5,4,956,947,0,0
3158,Married,Bachelors,No,No,0,0,0,0,0,0,59111,66,90,524,0,134,28,28,155,1,11,1,8,7,714,559,0,0
3159,Married,PhD,Yes,No,0,0,0,0,0,0,18988,36,43,6,0,6,2,1,1,2,1,0,3,7,15,14,0,0
3160,Married,Bachelors,No,No,0,0,0,0,0,0,72190,55,79,597,166,597,172,166,249,1,5,6,4,3,1698,1449,0,0
3161,Married,Bachelors,Yes,No,1,0,0,0,0,0,NA,NA,19,7,0,12,13,7,32,5,4,1,2,9,39,7,NA,1
3162,Married,Bachelors,No,Yes,0,0,0,0,0,0,44794,54,99,54,0,7,0,0,4,1,2,0,3,6,61,57,0,0
3163,Married,Bachelors,No,No,0,0,0,1,0,0,80395,65,NA,445,25,706,80,76,48,1,6,5,12,2,1332,1284,NA,0
